instance_id,area,area_bbox,area_convex,area_filled,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,intensity_max,intensity_mean,intensity_min,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,moments_weighted_hu-0,moments_weighted_hu-1,moments_weighted_hu-2,moments_weighted_hu-3,moments_weighted_hu-4,moments_weighted_hu-5,moments_weighted_hu-6,perimeter,perimeter_crofton,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1
B19_14,902,5168,1017,902,103.54314163854978,11.616396624570076,0.9936868917730154,33.88896677904354,1,0.17453560371517027,100.00499987500625,0.016906996261539634,0.009482788516892432,0.0034027618829633017,0.7522258072976791,0.5380598110031991,0.012439344727163052,0.010246368577159326,0.0001156459172644584,0.007284555643907944,-2.7573116820274715e-06,83.05826924268118,6503.577890714461,23940.345921338783,19475.162045575053,420336744.69312936,1511936.7087625305,-12419093.44610238,215.7056274847714,207.18327539395568,0.8869223205506391,670.0738862737988,8.43379190870769
B19_14,892,6248,1048,892,119.44612760983485,9.930965057403546,0.9965377275738594,33.70058862844632,1,0.14276568501920614,111.21151019566275,0.024002441443503473,0.013224388706818422,0.005737392233157855,1.0065864257256392,0.9855839108913715,0.0028880314592741466,0.0006938004607126817,6.494775445004053e-07,0.00015517609145222763,7.366726257798011e-07,84.44560602091696,6920.817535379096,2535.2124895133993,1829.3804757213898,3933488.3033975065,136423.02971618055,-221161.22521778918,236.09040379562163,226.50925519056688,0.851145038167939,891.7110875615595,6.164004185710638
B19_14,1073,2356,1264,1073,132.40928624626596,10.895316071364348,0.9966088282078935,36.961953837707625,1,0.45543293718166383,124.90396310766124,0.0366674296177615,0.014781910820616119,0.003997863736934462,1.0281294848870297,1.0288055265088305,0.004017562844308807,0.0005642535109092127,-1.7030568127755313e-07,-0.000283849729552446,-8.323123263290051e-07,73.71218854523529,5255.3139708603885,34302.04548807787,33058.03300216811,1113205728.0301213,2363752.295719113,-717692.4067455977,265.7401153701776,254.61894440801598,0.8488924050632911,1095.7636927653498,7.419244518433141
B19_14,870,3780,1087,870,114.34620453267699,10.926563726727075,0.9954239736890959,33.282403818227905,1,0.23015873015873015,109.7679370308106,0.024582284275577935,0.014463833925716625,0.00653086137178607,0.9478767446769416,0.8662453744260408,0.012886668571899663,0.001805251183590169,-1.7941022473002106e-06,-0.0008327152373588541,-8.520324168707455e-06,73.261389541632,5162.3557967980305,8654.502747879118,3454.0435116251792,17600870.56212735,157902.23799344036,-6844387.848210269,239.99494936611666,230.6036955943016,0.8003679852805887,817.1909056892999,7.46186217963924
B19_14,969,7569,1098,969,127.69497018702111,9.925922412303539,0.9969743291020497,35.1250497344612,1,0.1280221957986524,122.3315167894194,0.03251697566186008,0.016853471581016546,0.006164644846265355,1.0580836781991283,1.0928072016450283,0.00047177421593522104,0.0004382181026553792,1.9924836761453865e-07,0.00045102009711878985,-1.1941760663741574e-09,67.97057319131525,4493.701304142049,7172.795869821117,7184.270060124758,51572502.80828378,481355.91555465193,-4276.453505996615,255.9249275747777,245.50991241603595,0.8825136612021858,1019.1253381915132,6.157745983441856
B19_14,1028,3813,1325,1028,140.3000994250881,11.004660778483563,0.9969191050515502,36.17858830838687,2,0.26960398636244426,125.51493934986385,0.04153505760280766,0.024255818392702504,0.007354848554207675,1.2041111659496044,1.414638248815286,0.004733279650344266,0.002398237742366691,7.879644042429817e-06,0.0022003368987331116,1.788864589471924e-06,52.091966834267694,2636.8375680795507,16718.435948455743,16581.451820038026,276077837.0649468,849213.5931710922,-195634.91175229847,269.81727983645294,262.1476034708483,0.7758490566037736,1230.2573686681,7.5689099280934045
B19_14,1009,8640,1159,1009,140.61214591451358,9.464260335632021,0.9977322749486945,35.84269382507095,1,0.1167824074074074,132.6386067478093,0.031189440756847486,0.01758274862470315,0.006744487678339819,1.2302618807225643,1.4863638401981014,0.008785070726999293,0.006859934479117461,5.3202911614199896e-05,0.007868732852695895,2.333080778281255e-06,76.34972070008536,5709.84702405849,1528.6236577539237,1058.5779252701889,1342053.1141833186,72907.01582602087,110412.84577420185,281.20310216782974,269.27877515080553,0.8705780845556514,1235.7359736677786,5.598263981288596
B19_14,953,4125,1171,953,132.85223161782366,10.066532286331121,0.9971251393721204,34.833852588144914,1,0.23103030303030303,128.7866452703851,0.024673838406958113,0.014844338362485991,0.006897077897306782,1.1641559888580544,1.3244888675442297,0.008744488281526394,0.0010205599794213247,-2.3682305545247383e-06,-0.0010025934455941369,-1.9200252700703933e-06,78.32497051880087,5973.636760617586,8003.222095342698,5155.519100691499,32918849.906788304,349279.57544009684,-3610365.732336753,275.095454429505,264.8291205321828,0.8138343296327925,1103.1072153647415,6.333442016984179
B19_14,1074,8658,1264,1074,139.82558865121504,10.143224133120604,0.9973653603843821,36.97917347704738,1,0.12404712404712405,135.09256086106296,0.027618829633020522,0.013471116333845234,0.00408941786831464,1.1437430305792318,1.2808999826211558,0.0027697812696184506,0.0013109718855354223,2.4140153972079516e-06,0.0010939487591714594,6.427433800738147e-07,98.04352902538912,9384.441465082948,2853.4368821002554,2087.807787214845,5085453.557400034,180766.6008815606,-325945.2116620783,286.13203435596427,273.95169588509157,0.8496835443037974,1221.9497026036747,6.430312238420015
B19_14,933,4092,1114,933,103.76718759644342,12.06368660620842,0.9932191372777192,34.46639660942099,1,0.2280058651026393,102.04410811016969,0.027801937895780882,0.012758635719146007,0.003875791561760891,0.7310531723076295,0.506310865712975,0.004906170011051176,0.002525286020795505,8.711114132546323e-06,0.0014788377847185475,1.7677900503674892e-06,62.42561857796527,3664.5863173115467,1386.3904231042936,260.8343243235887,67038.37359053775,1230.381211047581,141804.04333059312,223.7228714274745,216.12485779918825,0.8375224416517055,672.9768263547176,9.095783408300775
B19_14,893,4284,1005,893,99.01920919889305,11.840495426910145,0.9928248379472493,33.71947380147709,1,0.2084500466853408,96.25487000666512,0.0264438849469749,0.011950103852766332,0.0037842374303807126,0.6960387123690388,0.45753620488251484,0.001389271987317648,0.00027877596180396887,8.501055653140907e-08,6.66744959408998e-06,1.5123586575342255e-07,60.596045549747906,3424.203347508894,2973.61841574375,2663.102697029745,7494138.419031474,148913.641712857,26814.932844229974,210.93607486307093,202.66145596360002,0.8885572139303483,612.8002368983841,8.762333247167504
B19_14,890,3870,991,890,105.6053971035761,10.962943819412233,0.9945970995454789,33.66278649806482,1,0.22997416020671835,98.08669634563088,0.025772487983520255,0.011037056277501602,0.004638742656595711,0.7916212102943533,0.6002238260234877,0.00147980989040186,0.0011758991420453928,1.550196833504477e-06,0.0008749935614059904,-5.480400153934187e-08,74.38222123347377,5251.9639320038805,8514.294949161593,8829.928640647697,76560758.02391613,636195.6577745504,-324935.9863034617,216.3086578651014,207.75498404404263,0.8980827447023209,697.0312435877499,7.511633574224305
B19_14,1016,2375,1240,1016,134.8644503391583,10.200817426558979,0.9971353770222532,35.96680938658481,1,0.42778947368421055,125.78155667664477,0.036530098420691236,0.018179202193454362,0.005920500495918211,1.125275383947668,1.237596476993674,0.003628802205894693,0.00045377945093727094,-3.188483362524945e-07,-0.00037730161021537207,-4.872497324702103e-07,69.98041055896361,4776.385676814226,6703.586962578139,6166.342214158076,39644707.5985191,413952.745292626,-266869.9747863629,267.9827560572969,256.74510110208064,0.8193548387096774,1136.776247830206,6.503542260624334
B19_14,808,1560,1075,808,117.59977228251094,10.11006770077916,0.9962977149240431,32.07456238432586,1,0.517948717948718,104.47966309287182,0.02537575341420615,0.01375878432430105,0.006149385824368659,1.0776546959941804,1.1275083665962624,0.014125707512196172,0.006370108539887495,5.774299832714184e-05,0.004796442378258652,1.78065425601434e-05,85.07245609008939,6996.003920962313,10077.399922347591,5668.608509332647,42201887.89737503,390026.54899755254,7389179.475071663,224.42640687119285,215.45109269362246,0.7516279069767442,864.3566525561517,6.3883418071461255
C08_03,1017,4294,2426,1017,126.13526951610724,28.677169634481036,0.9738125271125934,35.98450523483212,1,0.23684210526315788,114.75626344561765,0.02276646066987106,0.011039564753279845,0.005752651255054551,1.0282993039666801,0.8597371925319275,0.27828624448461725,0.07412933633099131,0.007593304649909741,0.034390223532804715,0.007463397940655806,98.3936004513788,7854.238590467636,222925.33850728004,54223.74610409607,3833760981.7612395,2102282.0646457975,4565428932.522378,276.0243866176395,268.946680899199,0.4192085737840066,994.3816384938134,51.39875364030008
C08_03,882,7776,1152,882,128.65585825221785,9.661605452552672,0.9971762706571157,33.511151553720346,2,0.11342592592592593,128.70120434556935,0.03074692912184329,0.014235231489915465,0.005508506904707408,1.1795405670730985,1.3602817471930955,0.09412761434068023,0.0879075307790103,0.007996346306217053,0.10082062566108037,4.222065694483733e-05,90.9475583758206,8058.208543877202,127266.79930535807,124160.28823186028,15607437804.446667,11084450.895940758,4262769.755747199,262.3269478283311,257.4978026998439,0.765625,1034.520616413423,5.834163745049722
C08_03,992,3618,2376,992,81.32702121548887,49.872878415617,0.7898976338302035,35.539465786323824,1,0.2741846323935876,67.7421582177598,0.026001373311970704,0.013662885136482106,0.0063477531090257115,0.5734241671650386,0.06760197813501938,0.07834778966836033,0.013771700826986942,-0.0004481723750225574,-0.003388326323384473,6.149010047354162e-05,41.94460227275128,333.8766301707702,31037.40838639458,6120.538317367013,-67454341.24147548,-88568.54920728013,50657802.23722424,243.03657992645927,233.0946431056071,0.4175084175084175,413.3802737365361,155.45650009118228
C08_03,1117,3538,2463,1117,77.27079438970357,52.29520722380477,0.7361867638197312,37.71218067772237,1,0.3157150932730356,75.28612089887484,0.034866865033951325,0.017515731511977134,0.006240939955748837,0.48710633192684233,0.03278439820421693,0.03757989909597352,0.012210066706327447,6.545398322820797e-05,0.0007387901088028442,-0.0002532276075479514,29.1080213563418,89.05606036855791,7510.623186976152,2599.1218481852043,4518897.054612193,13146.168956066587,-10557110.004008109,267.1787155501902,255.98282290196477,0.4535119772634998,373.17347910099033,170.92429366129267
C08_03,1317,5612,2412,1317,132.10140215201744,22.933409065531905,0.9848154386247607,40.94943809646488,1,0.23467569493941554,126.64912159190051,0.034149691004806595,0.014241209218975018,0.004577706569008926,0.8531094201735032,0.645115664103491,0.05359497045407542,0.006956369413270607,-5.908837773061125e-05,-0.003940489766192033,0.0001206235246262254,65.99278268208498,3864.5370504473913,18193.330630483542,4743.288921346249,32168613.16846724,69498.2678107359,30112139.111606736,288.4213562373095,278.4109271060671,0.5460199004975125,1090.673778158065,32.871328210438804
